,Name,Degree,Specialization,Experience,Location,City,Recommendation,Feedback,Fees
3014,Dr. Rukhsar Ansari   (Physiotherapist),MS,Physiotherapist,7,Powai,Mumbai,10,1,0
3015,Dr. Manali Babar   (Physiotherapist),MBBS,Physiotherapist,5,Mulund West,Mumbai,10,1,350
3016,Dr. Vidya Patil,MBBS,Infertility Specialist,26,Borivali West,Mumbai,88,47,800
3017,Dr. Mahek Motwani,MBBS,Infertility Specialist,25,Mulund West,Mumbai,88,22,800
3018,Dr. Garima Sharma,MS,Infertility Specialist,12,Mulund,Mumbai,99,79,800
3019,Dr. Geetanjali Gariema,MBBS,Infertility Specialist,21,Oshiwara,Mumbai,83,6,1500
3020,Dr. Preeti Deshpande,MBBS,Infertility Specialist,19,Mahim,Mumbai,98,28,1600
3021,Dr. Gouri Gore,MBBS,Infertility Specialist,17,Chembur East,Mumbai,91,13,800
3022,Dr. Kausha Shah,MBBS,Infertility Specialist,16,Borivali West,Mumbai,88,24,800
3023,Dr. Nandita P Palshetkar,MBBS,Infertility Specialist,37,Opera House,Mumbai,85,26,1000
3024,Dr. Vijal Modi,BDS,Infertility Specialist,12,Malad East,Mumbai,10,13,800
3025,Dr. Vikram Sharad Shah,BDS,Infertility Specialist,24,Mahim,Mumbai,95,6,1300
3026,Dr. Gul J. Nankani,BDS,Ophthalmologist,32,Parel,Mumbai,99,285,1500
3027,Dr. Darshana Gadgil,MDS,Ophthalmologist,22,Andheri East,Mumbai,99,349,900
3028,Dr. Deepti Nanwani Patel,BDS,Ophthalmologist,13,Kandivali East,Mumbai,97,10,500
3029,Dr. Chinmaya Sahu,MDS,Ophthalmologist,19,Malad West,Mumbai,99,840,1000
3030,Dr. Shounak Parekh,BDS,Ophthalmologist,27,Bandra West,Mumbai,97,57,1500
3031,Dr. Bakar Ali Kadiwala,BDS,Ophthalmologist,19,Tardeo,Mumbai,10,0,1500
3032,Dr. Ashish Doshi,BDS,Ophthalmologist,23,Santacruz West,Mumbai,10,4,1200
3033,Dr. Nikhil Nasta,BDS,Ophthalmologist,21,Dadar East,Mumbai,98,332,1500
3034,Dr. Swapnesh  Sawant,MBBS,Ophthalmologist,16,Dadar,Mumbai,96,29,1000
3035,Dr. Hemang D. Koppikar,MBBS,Ophthalmologist,40,Mahim,Mumbai,0,0,1300
3036,Dr. Anjali Shetty,MBBS,Dentist,20,Kalyan Nagar,Bangalore,99,237,500
3037,Dr. Nandini S,MBBS,Dentist,25,Bellandur,Bangalore,10,40,400
3038,Dr. Baswaraj Biradar,MBBS,Dentist,25,Sahakaranagar,Bangalore,99,412,400
3039,Dr. Utkarsha Lokesh,MBBS,Dentist,24,Malleswaram,Bangalore,98,296,400
3040,Dr. Sapna S,MBBS,Dentist,17,Kaggadasapura,Bangalore,97,34,500
3041,Dr. Prithvi Raj K,MBBS,Dentist,10,Sarjapur Road,Bangalore,95,68,300
3042,Dr. Shobith R Shetty,MBBS,Dentist,16,Indiranagar,Bangalore,97,165,400
3043,Dr. Jnanesha H.C,MBBS,Dentist,20,Jayanagar 4 Block,Bangalore,97,89,300
3044,Dr. Bharath Shetty,MBBS,Dentist,23,HSR Layout,Bangalore,96,183,300
3045,Dr. Rhea Mathew,MBBS,Dentist,7,New BEL Road,Bangalore,96,23,300
3046,Dr. Shwetha S. Kamath,MBBS,Gynecologist/Obstetrician,15,RT Nagar,Bangalore,98,187,600
3047,Dr. Vishnupriya,MBBS,Gynecologist/Obstetrician,16,Whitefield,Bangalore,92,86,700
3048,Dr. Roopa R,MD,Gynecologist/Obstetrician,26,Jayanagar 9 Block,Bangalore,96,27,500
3049,Dr. Kakoli Guha Sen,MBBS,Gynecologist/Obstetrician,26,Sarjapur Road,Bangalore,0,0,700
3050,Dr. T. M Jyothi Lakshmi,DNB,Gynecologist/Obstetrician,34,Malleswaram,Bangalore,95,87,850
3051,Dr. Smitha A.P.,Diploma,Gynecologist/Obstetrician,19,Old Airport Road,Bangalore,99,57,850
3052,Dr. Roopesh N,MBBS,Gynecologist/Obstetrician,15,Malleswaram,Bangalore,10,0,900
3053,Dr. Kishore C Kumtakar,MBBS,Gynecologist/Obstetrician,43,Jayanagar 9 Block,Bangalore,10,2,500
3054,Dr. Narmatha E,MBBS,Gynecologist/Obstetrician,8,HSR Layout,Bangalore,10,5,400
3055,Dr. Veni Nekkilady,MBBS,Gynecologist/Obstetrician,11,Kalyan Nagar,Bangalore,10,56,400
3056,Dr. Shalini G Agasthi,MBBS,Pediatrician,23,HSR Layout,Bangalore,86,3,600
3057,Dr. Vinay M V,MBBS,Pediatrician,11,Yeshwanthpur,Bangalore,0,0,750
3058,Dr. Nanditha R,Diploma,Pediatrician,11,Yeshwanthpur,Bangalore,0,0,750
3059,Dr. Suruchi Goyal Agarwal,MBBS,Pediatrician,18,Whitefield,Bangalore,67,30,800
3060,Dr. Shilpa Pandya,MBBS,Pediatrician,9,Mahadevapura,Bangalore,10,1,700
3061,Dr. Sheetal S,MS,Pediatrician,21,Akshaya nagar,Bangalore,89,17,500
3062,Dr. Richard Lurshay,MBBS,Pediatrician,11,Richmond Town,Bangalore,10,11,650
3063,Dr. Indu S Nair,MBBS,Pediatrician,24,Whitefield,Bangalore,91,16,600
3064,Dr. Chitra Sankar,MBBS,Pediatrician,26,Old Airport Road,Bangalore,66,18,750
3065,Dr. Gali Himabindu,MBBS,Pediatrician,8,HSR Layout,Bangalore,0,0,500
3066,Dr. Ajith Prabhu,MBBS,Orthopedist,19,Jayanagar,Bangalore,95,11,750
3067,Dr. Lokesh A Veerappa,MBBS,Orthopedist,23,Old Airport Road,Bangalore,96,78,900
3068,Dr. Rajeev Ghat,MD,Orthopedist,26,Bellandur,Bangalore,98,76,650
3069,Dr. Sushal Shanthakumar,MBBS,Orthopedist,18,Old Airport Road,Bangalore,99,75,900
3070,Dr. Shuaib Kausar,MBBS,Orthopedist,20,Banaswadi,Bangalore,98,161,550
3071,Dr. Prashanth Inna,MBBS,Orthopedist,20,Old Airport Road,Bangalore,94,21,900
3072,Dr. Malathesh H G,MBBS,Orthopedist,25,Nagasandra,Bangalore,0,0,400
3073,Dr. Vinay Kumaraswamy,MBBS,Orthopedist,14,Rajajinagar,Bangalore,10,368,560
3074,Dr. Amith Shetty,BPTh/BPT,Orthopedist,12,Hulimavu,Bangalore,10,1,500
3075,Dr. Srimanth B S,BPTh/BPT,Orthopedist,10,Jayanagar,Bangalore,10,5,800
3076,Dr. Govind S Mittal,BPTh/BPT,Dermatologist,12,Jayanagar,Bangalore,98,338,800
3077,Dr. Smitha Warrier,BPTh/BPT,Dermatologist,19,Bannerghatta Road,Bangalore,76,25,850
3078,Dr. Mariet Zacharias,Masters,Dermatologist,6,Jayanagar 5 Block,Bangalore,10,7,600
3079,Dr. Sindhujaa Sreekanth S,BPTh/BPT,Dermatologist,3,Koramangala 7 Block,Bangalore,92,11,600
3080,Dr. Shiny T.N,Masters,Dermatologist,13,Jayanagar,Bangalore,92,89,750
3081,Dr. Sheetal Srinivas,BPTh/BPT,Dermatologist,7,Sadashivanagar,Bangalore,10,7,600
3082,Dr. Dilshad Shetty,BPTh/BPT,Dermatologist,17,HRBR Layout,Bangalore,96,55,600
3083,Dr. Vishnu M Moodalgiri,MPTh/MPT,Dermatologist,10,Electronics City,Bangalore,97,14,700
3084,Dr. Sneha Sood,MBBS,Dermatologist,10,Indiranagar,Bangalore,97,77,500
3085,Dr. Kiran Joshy,MBBS,Dermatologist,14,RT Nagar,Bangalore,96,136,600
3086,Dr. Kiran Yadav   (Physiotherapist),MBBS,Physiotherapist,11,BTM Layout,Bangalore,0,0,500
3087,Dr. Mohammed Mubeen Ashar   (Physiotherapist),MD,Physiotherapist,4,Sunkadakatte,Bangalore,0,0,400
3088,Dr. Devendra Naik   (Physiotherapist),MBBS,Physiotherapist,2,CV Raman Nagar,Bangalore,0,0,250
3089,Dr. Nandan Kumar   (Physiotherapist),DGO,Physiotherapist,22,JP Nagar 2 Phase,Bangalore,99,210,500
3090,Dr. Pratik Desai   (Physiotherapist),MBBS,Physiotherapist,12,HSR Layout,Bangalore,99,292,600
3091,Dr. Jacob Roshan Mathew   (Physiotherapist),MS,Physiotherapist,18,Kalyan Nagar,Bangalore,10,59,700
3092,Dr. Ritika Patel   (Physiotherapist),MBBS,Physiotherapist,14,Indiranagar,Bangalore,98,148,650
3093,Dr. Aamir K.   (Physiotherapist),MBBS,Physiotherapist,11,HSR Layout,Bangalore,98,130,600
3094,Dr. Anmol Thomas   (Physiotherapist),MBBS,Physiotherapist,7,Indiranagar,Bangalore,0,0,1300
3095,Dr. Shailendra Kumar Saxena   (Physiotherapist),MBBS,Physiotherapist,16,Koramangala,Bangalore,10,2,400
3096,Dr. Devi R,MBBS,Infertility Specialist,12,Indiranagar,Bangalore,98,27,900
3097,Dr. Sneha Dhatrak Shetty,MBBS,Infertility Specialist,12,New BEL Road,Bangalore,96,43,900
3098,Dr. Manisha Singh,MBBS,Infertility Specialist,31,Bannerghatta Road,Bangalore,83,20,1100
3099,Dr. Ruksana,MBBS,Infertility Specialist,22,Kalyan Nagar,Bangalore,10,21,600
3100,Dr. Rubina Shanawaz,MBBS,Infertility Specialist,17,Richmond Town,Bangalore,10,13,750
3101,Dr. Raman Shobana,MBBS,Infertility Specialist,12,Electronics City,Bangalore,10,31,850
3102,Dr. Swetha Vinjamuri,MBBS,Infertility Specialist,17,Kalyan Nagar,Bangalore,99,104,600
3103,Dr. Rashmi Patil,MBBS,Infertility Specialist,12,Banashankari,Bangalore,10,53,700
3104,Dr. Prajual S Hegde,DNB,Infertility Specialist,28,Koramangala 6 Block,Bangalore,95,34,600
3105,Dr. Mutyalatha Koppula,MBBS,Infertility Specialist,18,Yelahanka New Town,Bangalore,10,39,400
3106,Dr. Preeti G Kale,MBBS,Ophthalmologist,11,Sampangiramnagar,Bangalore,10,2,800
3107,Dr. Deepika Dorothy John,MBBS,Ophthalmologist,10,Kammana Halli,Bangalore,75,3,200
3108,Dr. Ravi D,MBBS,Ophthalmologist,27,Bannerghatta Road,Bangalore,10,0,500
3109,Dr. Jyothsna R,MBBS,Ophthalmologist,19,Pulikeshi Nagar,Bangalore,10,1,500
3110,Dr. Sangeetalaxmi G Kulkari,MBBS,Ophthalmologist,20,Malleswaram,Bangalore,0,0,1000
3111,Dr. Mahima Mahesh,MBBS,Ophthalmologist,15,Pulikeshi Nagar,Bangalore,0,0,500
3112,Dr. Mayanka Nayak,MBBS,Ophthalmologist,7,Whitefield,Bangalore,80,3,600
3113,Dr. Kailash P Chhabria,MBBS,Ophthalmologist,11,Malleswaram,Bangalore,0,0,650
3114,Dr. Venkatesh Babu S,MBBS,Ophthalmologist,21,Banashankari,Bangalore,0,0,400
3115,Dr. Supriya Bhagat,DM,Ophthalmologist,18,Bannerghatta Road,Bangalore,0,0,500
3116,Dr. Shreeharsha Mallappa Awati,MBBS,Urologist,20,Hulimavu,Bangalore,91,14,700
3117,Dr. Bivek Kumar,MBBS,Urologist,13,Bellandur,Bangalore,90,25,450
3118,Dr. Narasimhaiah  K,BDS,Urologist,18,HSR Layout,Bangalore,47,6,700
3119,Dr. Tarun Javali,BDS,Urologist,11,Malleswaram,Bangalore,96,19,850
3120,Dr. Ravindranath Reddy D.R,BDS,Cardiologist,16,Kengeri,Bangalore,10,12,800
3121,Dr. S. S. Iyengar,MDS,Cardiologist,53,Old Airport Road,Bangalore,10,3,900
3122,Dr. Ramesh S S,BDS,Cardiologist,48,Malleswaram,Bangalore,10,1,500
3123,Dr. Devananda N.S,BDS,Cardiologist,31,Old Airport Road,Bangalore,86,13,900
3124,Dr. Gopi Aniyathodiyil,BDS,Cardiologist,34,Cunningham Road,Bangalore,97,9,700
3125,Dr. AV Praveen Kumar,BDS,Cardiologist,23,HBR Layout,Bangalore,98,77,900
3126,Dr. Srikanth K V,BDS,Cardiologist,24,Hosur Road,Bangalore,97,66,1000
3127,Dr. Nagamani A.C,BDS,Cardiologist,22,Koramangala 5 Block,Bangalore,96,14,850
3128,Dr. P. Padmakumar,MBBS,Cardiologist,45,Old Airport Road,Bangalore,83,12,900
3129,Dr. Arun B S,MBBS,Cardiologist,10,Electronics City,Bangalore,78,6,700
3130,Dr. Anashwar Bhalla,MBBS,Dentist,13,Nizamuddin East,Delhi,99,156,500
3131,Dr. Vaishali Aggarwal,MBBS,Dentist,12,Kamla Nagar,Delhi,93,52,300
3132,Dr. Anukriti Bansal Aggarwal,MBBS,Dentist,10,Rohini Sector 18,Delhi,10,74,400
3133,Dr. Shiv P Mahapatra,MBBS,Dentist,10,Dwarka Sector 22,Delhi,94,25,500
3134,Dr. Naveen Chauhan,MBBS,Dentist,13,Model Town 1,Delhi,97,38,500
3135,Dr. Simrata Garg,MBBS,Dentist,13,Paschim Vihar,Delhi,99,99,500
3136,Dr. Pallav Kinra,MBBS,Dentist,13,Sheikh Sarai,Delhi,98,101,400
3137,Dr. Dhruv Yadav,MBBS,Dentist,12,Mayur Vihar Ph-II,Delhi,10,19,600
3138,Dr. Vidhi Walia Mishra,DNB,Dentist,9,Preet Vihar,Delhi,98,80,400
3139,Dr. Priyank Bhandari,MBBS,Dentist,10,Laxmi Nagar,Delhi,99,88,500
3140,Dr. Shrestha Sagar Tanwar,MBBS,Gynecologist/Obstetrician,13,Defence Colony,Delhi,10,1,0
3141,Dr. Sutopa Banerjee,MBBS,Gynecologist/Obstetrician,25,Vasant Kunj,Delhi,97,765,1200
3142,Dr. Lalita Badhwar,MBBS,Gynecologist/Obstetrician,40,Sarita Vihar,Delhi,10,0,2000
3143,Dr. Bhavna Banga,MD,Gynecologist/Obstetrician,20,Patparganj,Delhi,10,2,1200
3144,Dr. Anita Kaul,MBBS,Gynecologist/Obstetrician,36,Sarita Vihar,Delhi,88,8,1000
3145,Dr. Parinita Kalita,MBBS,Gynecologist/Obstetrician,32,Patparganj,Delhi,89,177,1000
3146,Dr. Alka Sinha,MBBS,Gynecologist/Obstetrician,22,Pusa Road,Delhi,62,16,1300
3147,Dr. Richa seth,MBBS,Gynecologist/Obstetrician,14,Panchsheel Park,Delhi,0,0,1200
3148,Dr. Sohani Verma,MBBS,Gynecologist/Obstetrician,46,Sarita Vihar,Delhi,50,3,2000
3149,Dr. Parul Sharma,MBBS,Gynecologist/Obstetrician,8,Vikas Puri,Delhi,0,0,800
3150,Dr. Atish Narayanrao Bakane,MBBS,Pediatrician,12,Sarita Vihar,Delhi,0,0,1000
3151,Dr. Niraj Kumar Nikunj,MBBS,Pediatrician,8,Greater Kailash Part 1,Delhi,0,0,700
3152,Dr. Himanshu Batra,MBBS,Pediatrician,11,Dwarka Sector 6,Delhi,80,4,900
3153,Dr. Ashok Saxena,MBBS,Pediatrician,40,Dwarka Sector 6,Delhi,83,5,1100
3154,Dr. Poonam Sidana,MBBS,Pediatrician,26,Punjabi Bagh,Delhi,10,11,1000
3155,Dr. L.N. Taneja,MBBS,Pediatrician,39,Patparganj,Delhi,10,0,1000
3156,Dr. Naresh Bhatia,MBBS,Pediatrician,37,Patparganj,Delhi,10,0,1000
3157,Dr. Vinita Jain,MBBS,Pediatrician,20,Shalimar Bagh,Delhi,0,0,1000
3158,Dr. Praveen Khilnani,MBBS,Pediatrician,22,Malviya Nagar,Delhi,0,0,1600
3159,Dr. Mily Ray,MBBS,Pediatrician,24,Patparganj,Delhi,10,0,800
3160,Dr. Ritesh Dang,MBBS,Orthopedist,20,Shalimar Bagh,Delhi,10,4,1000
3161,Dr. Anoop Bandil,MBBS,Orthopedist,13,Sarita Vihar,Delhi,10,1,1500
3162,Dr. Chetan Chaudhary,MBBS,Orthopedist,33,Nehru Place,Delhi,10,1,2000
3163,Dr. Yashwant Singh Tanwar,MD,Orthopedist,16,Sarita Vihar,Delhi,0,0,1200
3164,Dr. Puneet Girdhar,MBBS,Orthopedist,24,Pusa Road,Delhi,40,3,1800
3165,Dr. Abhishek Vaish,MBBS,Orthopedist,10,Sukhdev Vihar,Delhi,98,60,1000
3166,Dr. Sharad Kumar Agarwal,MBBS,Orthopedist,37,Patparganj,Delhi,10,4,1500
3167,Dr. Shivam Tiwari,MD,Orthopedist,8,Pusa Road,Delhi,0,0,1100
3168,Dr. Palash Gupta,MBBS,Orthopedist,27,Shalimar Bagh,Delhi,72,14,1000
3169,Dr. Naveen Talwar,MBBS,Orthopedist,31,Safdarjung Enclave,Delhi,85,4,2000
3170,Dr. Veenu Jindal,MBBS,Dermatologist,9,Panchsheel Park,Delhi,10,9,800
3171,Dr. Parul Singh,MBBS,Dermatologist,9,Kalkaji,Delhi,10,1,1000
3172,Dr. Mukesh Manjhi,MBBS,Dermatologist,14,Lajpat Nagar,Delhi,10,5,500
3173,Dr. Ajita Bagai,MBBS,Dermatologist,24,Panchsheel Park,Delhi,85,5,1600
3174,Dr. Manoj Jain,MBBS,Dermatologist,38,Vikas Puri,Delhi,91,106,1600
3175,Dr. Deepak Jakhar,MBBS,Dermatologist,8,Dwarka Sector 19,Delhi,10,10,600
3176,Dr. Latika Arya,MBBS,Dermatologist,29,Defence Colony,Delhi,97,195,2200
3177,Dr. Sumit Sethi,MBBS,Dermatologist,11,Janakpuri,Delhi,97,39,700
3178,Dr. Prakash Kumar Khute,MD,Dermatologist,11,Greater Kailash Part 1,Delhi,98,123,1000
3179,Dr. Abhishek Sharma,MBBS,Dermatologist,11,South Extension 1,Delhi,10,136,1000
3180,Dr. Madhu Khandelwal,MBBS,Infertility Specialist,28,Punjabi Bagh,Delhi,0,0,1000
3181,Dr. Ritu Garg,MBBS,Infertility Specialist,16,Dwarka Sector 6,Delhi,95,16,900
3182,Dr. Muskaan Chhabra,MBBS,Infertility Specialist,12,Lajpat Nagar,Delhi,0,0,0
3183,Dr. Shobhna,PhD,Infertility Specialist,9,Rohini,Delhi,0,0,0
3184,Dr. Gazal Garg,BDS,Infertility Specialist,12,Dwarka Sector 11,Delhi,10,2,600
3185,Dr. Aastha Gupta,BDS,Infertility Specialist,11,Mandi House,Delhi,0,0,1200
3186,Dr. Pooja Bajaj Wadhwa,BDS,Infertility Specialist,11,Punjabi Bagh,Delhi,0,0,0
3187,Dr. Shipra Singla,BDS,Infertility Specialist,11,Patparganj,Delhi,0,0,1100
3188,Dr. Ramnik Sabharwal,MDS,Infertility Specialist,22,Karol Bagh,Delhi,86,3,800
3189,Dr. Shweta Sardana Lochan,BDS,Infertility Specialist,16,Dilshad Garden,Delhi,92,12,800
3190,Dr. Puneet Jain,BDS,Ophthalmologist,11,Patparganj,Delhi,10,12,800
3191,Dr. Sanjay Kumar Gupta,BDS,Ophthalmologist,23,Palam Colony,Delhi,67,2,500
3192,Dr. Uma Mallaiah,BDS,Ophthalmologist,28,Greater Kailash Part 2,Delhi,50,1,1500
3193,Dr. Rituraj Baruah,MBBS,Ophthalmologist,24,Saket,Delhi,10,1,1000
3194,Dr. Abhas Kumar Sinha,MBBS,Ophthalmologist,21,Sarita Vihar,Delhi,86,6,600
3195,Dr. Varun Parikh,MS,Dentist,14,Ghatkopar East,Mumbai,99,34,500
3196,Dr. Punit Kaur Anand Khalsa,DGO,Dentist,7,Chembur East,Mumbai,99,50,100
3197,Dr. Gaurav Poplai,MBBS,Dentist,14,Bandra West,Mumbai,99,61,500
3198,Dr. Varsha Daryanani,MBBS,Dentist,21,Nariman Point,Mumbai,10,41,2000
3199,Dr. Darshan Sheth,MBBS,Dentist,14,Ghatkopar East,Mumbai,98,119,500
3200,Dr. Namrata Jadwani,MBBS,Dentist,8,Bandra West,Mumbai,99,8,1000
3201,Dr. Keyur Mehta,FCPS,Dentist,15,Khar West,Mumbai,10,50,800
3202,Dr. Amit Majethia,MBBS,Dentist,12,Ghatkopar East,Mumbai,10,90,500
3203,Dr. Sachin Singh,MS,Dentist,11,Kandivali West,Mumbai,97,62,300
3204,Dr. Shruti Shanbhag,MBBS,Dentist,12,Mahim,Mumbai,10,118,700
3205,Dr. Prashansa Raut-Dalvi,MBBS,Gynecologist/Obstetrician,10,Goregaon East,Mumbai,0,0,800
3206,Dr. Gangurde Pritimala Bhalchandra,MBBS,Gynecologist/Obstetrician,19,Kandivali West,Mumbai,10,3,800
3207,Dr. Varsha Degwekar,Diploma,Gynecologist/Obstetrician,35,Powai,Mumbai,94,142,1000
3208,Dr. Minal Chandrashekhar Chalwade,MBBS,Gynecologist/Obstetrician,15,Sion East,Mumbai,10,9,800
3209,Dr. Shraddha Ganatra,MBBS,Gynecologist/Obstetrician,13,Malad West,Mumbai,10,2,700
3210,Dr. Sita Gururaja,MBBS,Gynecologist/Obstetrician,26,Powai,Mumbai,98,69,800
3211,Dr. Sharmishtha Prashant Kewle,MBBS,Gynecologist/Obstetrician,16,Chembur,Mumbai,0,0,1000
3212,Dr. Prasad Deshmukh,MS,Gynecologist/Obstetrician,13,Dadar,Mumbai,10,1,1000
3213,Dr. Sachin Dalal,MBBS,Gynecologist/Obstetrician,20,Bhandup West,Mumbai,93,34,1000
3214,Dr. Shilpa Abhyankar,MD,Gynecologist/Obstetrician,28,Dadar East,Mumbai,97,129,800
3215,Dr. Shailesh Mishra,Diploma,Orthopedist,13,Mahim,Mumbai,97,25,1300
3216,Dr. Aditya Khemka,MBBS,Orthopedist,13,Mahim,Mumbai,10,1,1300
3217,Dr. Dinesh Kasture,MBBS,Orthopedist,25,Borivali West,Mumbai,81,7,1000
3218,Dr. Harsh Patel,DNB,Orthopedist,7,Borivali West,Mumbai,0,0,250
3219,Dr. Sheetal Mohite,MBBS,Orthopedist,23,Mahim,Mumbai,92,4,1300
3220,Dr. Alok Kumar Shaligram Pandey,MD,Orthopedist,18,Mahim,Mumbai,10,5,1300
3221,Dr. Saijyot Raut,MBBS,Orthopedist,7,Andheri West,Mumbai,85,26,1500
3222,Dr. Abhijit Kale,DNB,Orthopedist,20,Mahim,Mumbai,33,1,1300
3223,Dr. Mudit Khanna,BPTh/BPT,Orthopedist,23,Mumbai Central,Mumbai,10,3,2500
3224,Dr. Vijay Patil,BSc,Orthopedist,14,Borivali West,Mumbai,83,5,800
3225,Dr. D.G. Saple,BPTh/BPT,Dermatologist,48,Mahim,Mumbai,89,62,1300
3226,Dr. Sunil Ghate,BPTh/BPT,Dermatologist,22,Chembur East,Mumbai,79,11,1000
3227,Dr. Niketa Sonavane,BPTh/BPT,Dermatologist,17,Andheri West,Mumbai,93,199,2500
3228,Dr. Nimesh Mehta,BPTh/BPT,Dermatologist,26,Mahim,Mumbai,89,10,1800
3229,Dr. Sneha Gupta Palvia,BPTh/BPT,Dermatologist,12,Grant Road,Mumbai,10,13,0
3230,Dr. Meeth Atawane,BPTh/BPT,Dermatologist,12,Andheri East,Mumbai,10,168,1000
3232,Dr. Anmol,BSc,Dermatologist,4,Chembur,Mumbai,50,1,800
3233,Dr. Shankar Sawant,MBBS,Dermatologist,20,Mahim,Mumbai,67,1,1300
3234,Dr. Suchita Dattatray Parab,MBBS,Dermatologist,9,Borivali West,Mumbai,97,26,500
3235,Dr. Khyati Sanghvi   (Physiotherapist),MBBS,Physiotherapist,10,Ghatkopar East,Mumbai,10,1,0
3236,Dr. Janhavi Rankhambe   (Physiotherapist),MD,Physiotherapist,24,Powai,Mumbai,10,0,530
3237,Dr. Roli Dave   (Physiotherapist),MBBS,Physiotherapist,24,Powai,Mumbai,0,0,530
3238,Dr. Eeenal Jain   (Physiotherapist),MD,Physiotherapist,3,Andheri East,Mumbai,10,5,500
3239,Dr. Larita Pais   (Physiotherapist),MD,Physiotherapist,10,Powai,Mumbai,98,101,1000
3240,Dr. Akshina Gupta   (Physiotherapist),MBBS,Physiotherapist,8,Khar West,Mumbai,10,18,1500
3241,Dr. Mugdha Deshpande   (Physiotherapist),MD,Physiotherapist,19,Powai,Mumbai,95,15,500
3242,Dr. Swanand Satish Kulkarni   (Physiotherapist),MS,Physiotherapist,12,Powai,Mumbai,0,0,800
3243,Ms. Vidya Rao Karane,DNB,Physiotherapist,12,Powai,Mumbai,0,0,530
3244,Dr. Persis Elavia   (Physiotherapist),DNB,Physiotherapist,26,Wadala,Mumbai,10,53,1500
3245,Dr. Jiteeka Thakkar,MBBS,Infertility Specialist,12,Ghatkopar West,Mumbai,10,2,500
3246,Dr. Hetal Parekh,MBBS,Infertility Specialist,25,Powai,Mumbai,10,1,1300
3247,Dr. Mangala Patil,MBBS,Infertility Specialist,35,Mira Road,Mumbai,57,18,900
3248,Dr. Mukesh Agrawal,MBBS,Infertility Specialist,31,Malad West,Mumbai,10,0,1600
3249,Dr. Mansi A Medhekar,MBBS,Infertility Specialist,16,Mahim,Mumbai,10,8,1300
3250,Dr. Swati Allahbadia,MBBS,Infertility Specialist,35,Parel,Mumbai,94,18,1500
3251,Dr. Shilpa Shah Gohil,MBBS,Infertility Specialist,19,Mahim,Mumbai,98,20,1800
3252,Dr. Kanika Kalyani,MBBS,Infertility Specialist,13,Borivali,Mumbai,10,1,500
3253,Dr. Hitesh I Parikh,MDS,Infertility Specialist,35,Bandra West,Mumbai,10,5,1000
3254,Dr. Simi Kawar,BDS,Infertility Specialist,29,Malad West,Mumbai,10,0,1600
3255,Dr. Neha Dholakia,BDS,Ophthalmologist,25,Nana Chowk,Mumbai,10,75,1000
3256,Dr. Indeevar Vimal Mishra,BDS,Ophthalmologist,9,Bhandup West,Mumbai,98,51,600
3257,Dr. Maithil Thakkar,BDS,Ophthalmologist,14,Chembur West,Mumbai,99,32,500
3258,Dr. Dhanashree Mane Dhabalia,BDS,Ophthalmologist,14,Andheri West,Mumbai,10,4,600
3259,Dr. Madhavi Jeste,MDS,Ophthalmologist,34,Mahim,Mumbai,89,1,1300
3260,Dr. S.Natarajan,BDS,Ophthalmologist,38,Wadala,Mumbai,64,8,5000
3261,Dr. Sunil Morekar,BDS,Ophthalmologist,24,Mahim,Mumbai,90,4,1300
3262,Dr. Gagan J Singh,BDS,Ophthalmologist,33,Mahim,Mumbai,0,0,1300
3263,Dr. Girish A. Surlikar,MBBS,Ophthalmologist,14,Borivali West,Mumbai,10,1,700
3264,Dr. Astha Jain,MBBS,Ophthalmologist,12,Chembur,Mumbai,0,0,500
3265,Dr. M J Murali,MBBS,Dentist,25,Indiranagar,Bangalore,91,8,300
3266,Dr. Konthoujam Sulochana,MBBS,Dentist,12,Murugeshpalya,Bangalore,10,98,300
3267,Dr. Priya Verma,MBBS,Dentist,26,Whitefield,Bangalore,97,239,500
3268,Dr. Shylesh Shetty,DNB,Dentist,23,Indiranagar,Bangalore,99,407,1000
3269,Dr. Chetak Shetty,MBBS,Dentist,24,Rajajinagar,Bangalore,99,25,300
3270,Dr. Ameet Kini,MBBS,Dentist,21,Jayanagar 4 Block,Bangalore,99,206,500
3271,Dr. KR Nagaraj,MBBS,Dentist,32,Jayanagar 7 Block,Bangalore,99,79,500
3272,Dr. Dinesh,MBBS,Dentist,14,Domlur,Bangalore,96,32,300
3273,Dr. Manjunath S.B.,MBBS,Dentist,29,HSR Layout,Bangalore,10,6,200
3274,Dr. Mohan Thomas Nainan,MBBS,Dentist,31,Kammana Halli,Bangalore,10,2,300
3275,Dr. Aparna Shintre,MBBS,Gynecologist/Obstetrician,25,Malleswaram,Bangalore,98,52,850
3276,Dr. N Sapna Lulla,MBBS,Gynecologist/Obstetrician,23,Hebbal,Bangalore,98,940,700
3277,Dr. Swagatha Mukherjee,MBBS,Gynecologist/Obstetrician,14,JP Nagar 7 Phase,Bangalore,71,17,650
3278,Dr. Geeta Komar,MBBS,Gynecologist/Obstetrician,21,Whitefield,Bangalore,75,10,800
3279,Dr. Pooja A Kundargi,MBBS,Gynecologist/Obstetrician,15,Nagarbhavi,Bangalore,10,174,500
3280,Dr. Shobha Venkat,MBBS,Gynecologist/Obstetrician,30,Indiranagar,Bangalore,95,416,800
